,file,language,header1,header2,paragraph
3392,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,PARÇALAR,,Kumanda paneli6. 
3393,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,PARÇALAR,,Elektrikli ocak7. 
3394,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,PARÇALAR,,Sürahi8. 
3395,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,PARÇALAR,,Filtre tutma haznesi9. 
3396,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,PARÇALAR,,Filtre yuvası10. Kağıt filtre no.4 (cihazla birlikte verilmez)11. 
3397,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,PARÇALAR,,Temizleme fırçası
3398,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,İLK KULLANIMDAN ÖNCE,,"ÖN-ÇEKİLMİŞ KAHVE MODUNU KULLANMA bölümündeki talimatları izleyin, ancak bunu bir filtre kağıdı veya kahve EKLEMEDEN gerçekleştirin. Suyu makine içinde tam devir yaptıktan sonra atın. Ardından karafı yıkayın ve kurutun."
3399,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SOĞUK DEPOLAMA,,"Fazla elektrik kablosu, depolama amacıyla cihazın gövdesine geri itilebilir."
3400,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SOĞUK DEPOLAMA,,"Fazla elektrik kablosunu, cihazın gövdesine geri iterek depolayın."
3401,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,"Kahve makinenizi kullanmak için saati kurmak şart değildir ancak zamanlayıcı işlevlerini kullanmak istiyorsanız, bu özelliği ayarlamanız gerekir."
3402,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,1. 
3403,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,Fişi elektrik prizine takın.
3404,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,2. 
3405,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,Ekranda 12:00 yanıp sönecektir. 
3406,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,3. 
3407,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,Doğru zamanı 24 saat formatında ayarlamak için hr (saat) ve min (dakika) düğmelerini kullanın.
3408,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,"• Saat, ayarlarını kahve makinesinin fişi elektrik prizinden çekilinceye dek muhafaza edecektir."
3409,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,• Yeni bir zamanı ayarlamak için hr (saat) ve min (dakika) düğmelerini kullanın. 
3410,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SAATİ AYARLAYIN,,"hr (saat) veya min (dakika) düğmelerinden birine 15 saniye içinde basmazsanız, kahve makinesi daha önce ayarlanmış zamanı tekrar göstermeye başlayacaktır."
3411,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,"hr, minZamanı ayarlamak için kullanılır (saat ve dakika)bbKahve sertliğini seçmek için kullanılır. Öğütme ve Demlenme modu için seçenekler: "
3412,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,b normal bb orta bbb sert. Varsayılan değer bb’dir. Ön-çekilmiş kahve modu için seçenekler KAPALI (OFF) veya AÇIK (ON) şeklindedir.  
3413,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,"gDemlenmekte olan fincan sayısı (yalnızca Öğütme ve Demlenme modu). Öğütülecek kahve miktarını, haznedeki su miktarına göre seçer. Seçenekler: "
3414,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,", , ,  ve . Varsayılan değer 'dir."
3415,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,YZamanlayıcıyı kurmak için kullanılır.
3416,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,sMod seçimi. Bu düğme Öğütme ve Demlenme modu (ekranda g görüntülenir) veya ön-çekilmiş kahve modu (ekranda s görüntülenir) arasında seçim yapar.
3417,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,+Demlenme sürecini başlatır.
3418,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,KUMANDALAR,cKendiliğinden temizlik modunu başlatır.
3419,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,EKRAN SİMGELERİ,"b,  bb,  bbbO anda seçilen kahve sertliğini gösterir. Öğütme ve Demlenme modu için ekran görüntüsü: "
3420,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,EKRAN SİMGELERİ,b normal bb orta bbb sert. 
3421,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,EKRAN SİMGELERİ,"Ön-çekilmiş kahve modunda, sertlik modu KAPALI (OFF) olarak ayarlandığında bir b simgesi görüntülenmeyecektir. Sertlik modu AÇIK (ON) olarak ayarlandığında, ekranda b görüntülenecektir. "
3422,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,EKRAN SİMGELERİ,", , ,  ve O anda demlenmekte olan, seçilmiş fincan sayısını gösterir (yalnızca Öğütme ve Demlenme modu)."
3423,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,EKRAN SİMGELERİ,gÖğütme ve Demlenme modu seçildi.
3424,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,EKRAN SİMGELERİ,sÖn-çekilmiş kahve modu seçildi.
3425,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,KUMANDALAR VE EKRAN,EKRAN SİMGELERİ,CLE cMakinenin temizlenmesi gerekiyor. Kendiliğinden temizlik işlevini kullanın.
3426,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÇALIŞTIRMA MODLARI,,Kahve makinenizin iki adet çalıştırma modu bulunmaktadır.
3427,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÇALIŞTIRMA MODLARI,ÖĞÜTME VE DEMLENME MODU,"Bu mod, kahveyi yapmak için taze kahve çekirdeklerini kullanır."
3428,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÇALIŞTIRMA MODLARI,ÖN-ÇEKILMIŞ KAHVE MODU,"Bu mod, kahveyi yapmak için filtreye doğrudan eklenen ön-çekilmiş kahveyi kullanır."
3429,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,"Kahvenizin kalitesi ve lezzeti çekirdeklerin tipi, öğütme boyutu ve demlenme süresi ile belirlenir. Sizin için en uygun ayarı buluncaya dek öğütme boyutu ve kahve sertliği düğmesi ile denemeler yapmanızı tavsiye ediyoruz."
3430,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,1. 
3431,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,"Öğütme ve Demlenme modunu seçmek için s düğmesine, ekranda g simgesi görüntüleninceye dek basın. "
3432,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,2. 
3433,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,Hazneyi gereken miktarda su ile doldurun. Hazneye dolduracağınız TÜM suyun demlenme programı sırasında kullanılacağını unutmayın.
3434,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,3. 
3435,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,Filtre bölmesini açın ve filtre yuvasına bir No. 4 kağıt filtre yerleştirin. Bölmeyi kapatın.
3436,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,4. 
3437,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,"Kahve çekirdeği doldurma hunisinin kapağını açın ve onu taze kahve çekirdekleri ile doldurun. Huniyi, kapağı yerine tekrar kapatamayacak kadar çok doldurmayın. Kapak contası kahve çekirdeklerini iki kullanım arasında taze tutmanıza yardımcı olacaktır."
3438,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,5. 
3439,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,"Öğütme kumandasını çevirerek gerekli ayara getirin (l, ince, l orta ve l iri)."
3440,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,6. 
3441,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,"Demleyeceğiniz fincan sayısını seçmek için g düğmesine basın. Seçtiğiniz ayar, hazneye eklediğiniz su miktarına bağlı olacaktır. Örneğin, hazneyi  fincan işaretine kadar doldurduysanız, fincan sayısını da  olarak ayarlayın. Varsayılan ayar ’dir."
3442,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,7. 
3443,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,," bb düğmesini kullanarak, istenilen kahve sertliğini seçin. Varsayılan değer bb’dir."
3444,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,8. 
3445,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,"Demleme işlemini başlatmak için + düğmesine basın. Kısa bir süre sonra, öğütücü çalışmaya başlayacak ve düğmenin etrafındaki lamba yanıp sönerek kahvenin demlenmekte olduğunu belirtecektir."
3446,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,9. 
3447,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖĞÜTME VE DEMLENME MODUNU KULLANMA,,"Kahve demlendiğinde, yanıp sönme sona erecek ve lamba sürekli yanmaya başlayacaktır. "
3448,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,1. 
3449,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,"Ön-çekilmiş kahve modunu seçmek için s düğmesine, ekranda s simgesi görüntüleninceye dek basın.  "
3450,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,2. 
3451,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,Hazneyi gereken miktarda su ile doldurun. Hazneye dolduracağınız TÜM suyun demlenme programı sırasında kullanılacağını unutmayın.
3452,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,3. 
3453,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,Filtre bölmesini açın ve filtre yuvasına bir No. 4 kağıt filtre yerleştirin.
3454,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,4. 
3455,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,"Filtreye, her büyük fincan için 6 gr çekilmiş filtre kahve ekleyin. Eklediğiniz çekilmiş kahve miktarı, hazneye eklediğiniz su miktarına bağlı olacaktır. "
3456,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,"Örneğin, hazneyi  fincan işaretine kadar doldurduysanız,  ölçü çekilmiş kahve ekleyin."
3457,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,5. 
3458,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,Filtre bölmesini kapatın.
3459,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,6. 
3460,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,," bb düğmesini kullanarak, istenilen kahve sertliğini seçin. Varsayılan değer KAPALI’dır (OFF). Kahve sertliği AÇIK (ON) şeklinde ayarlandığında, suyun ön-çekilmiş kahveden geçiş hızı yavaşlatılır ve daha sert bir demlenme elde edilir."
3461,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,7. 
3462,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,"Demleme işlemini başlatmak için + düğmesine basın. Kısa bir süre sonra, öğütücü çalışmaya başlayacak ve düğmenin etrafındaki lamba yanıp sönerek kahvenin demlenmekte olduğunu belirtecektir."
3463,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,8. 
3464,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,"Kahve demlendiğinde, yanıp sönme sona erecek ve lamba sürekli yanmaya başlayacaktır. "
3465,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖN-ÇEKILMIŞ KAHVE MODUNU KULLANMA,,GBDEFRNLITESPTDKSENOFIRUCZSKPLHRSIGRHUTRROBGAE
3466,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,SICAK TUTMA,,"• Demlenme gerçekleştiğinde, ısıtıcı kahveyi 40 dakika boyunca sıcak tutacaktır. Sıcak tutma modu, + düğmesinin etrafındaki lambanın yanması ile belirtilir. Lamba 40 dakika sonra sönecektir. "
3467,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,Not: Saatin doğru zamana ayarlanmış olmasına dikkat edin. 
3468,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,hr (saat) ve min (dakika) düğmelerini kullanın.
3469,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,1. 
3470,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,"Kahve makinesini kullandığınız moda uygun şekilde hazırlayın, ancak demlenme sürecini başlatmak için + düğmesine basmayın."
3471,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,2. 
3472,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,, Y düğmesine basın. Düğme yanıp sönecek ve ekranda Y simgesi yanıp sönmeye başlayacaktır.
3473,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,3. 
3474,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,"Kahve makinenizin demleme işlemine başlamasını istediğiniz zamanı girmek için, Y düğmesine 10 saniye basarak hr (saat) ve min (dakika) düğmelerini kullanın."
3475,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,4. 
3476,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,"Daha önce programlanmış bir zaman varsa ekranda yanıp sönecek, aksi takdirde ekranda varsayılan 8:00 ayarı görüntülenecektir."
3477,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,5. 
3478,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,"Zamanı girme işlemini bitirmenizden 10 saniye sonra Y düğmesinin yanıp sönmesi duracak ve sürekli yanmaya başlayacaktır. Ekrandaki Y simgesinin yanıp sönmesi de sona erecek ve sürekli yanar duruma geçecektir. Kahve makineniz artık, demlenme işlemini girdiğiniz zamanda gerçekleştirmek için programlanmıştır."
3479,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,• Program süresini kontrol etmek istiyorsanız Y düğmesine basın. Programlanan süre 3 saniye boyunca görüntülenecek ve ardından güncel saate geri dönülecektir.
3480,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,"• Zamanlayıcıyı demlenme işlemi başlamadan önce iptal etmek istiyorsanız, Y düğmesine basın ve ekrandaki Y simgesi gözden kayboluncaya dek 5 saniye basılı tutun."
3481,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ZAMANLAYICIYI KULLANMA,,"• Kahve makinesini demleme sırasında durdurmak istiyorsanız, + düğmesine basın. "
3482,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,HIZLI BIR FINCAN,,1. 
3483,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,HIZLI BIR FINCAN,,"Sürahiyi dilediğiniz zaman çıkarabilirsiniz. Damlama önleyici valf, kahvenin ocağa damlamasını önleyecektir."
3484,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,HIZLI BIR FINCAN,,2. 
3485,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,HIZLI BIR FINCAN,,"Filtre yuvasının taşmasını önlemek için, karafı yaklaşık 20 saniye içinde tekrar yerine takın. "
3486,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,HIZLI BIR FINCAN,,3. 
3487,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,HIZLI BIR FINCAN,,"Karafı terine yerleştirdiğinizde, damlama önleyici valf kalan kalan kahvenin geçmesine izin vermek üzere açılır."
3488,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,1. 
3489,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,Cihazın fişini prizden çekin ve soğumaya bırakın.
3490,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,2. 
3491,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,Filtre yuvasının içindekileri hafifçe vurarak çöpe boşaltın.
3492,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,3. 
3493,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,Tüm yüzeyleri nemli bezle silin.
3494,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,4. 
3495,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,Sürahiyi ve filtre yuvasını elde yıkayın. Doldurma hunisini kağıt havlu ile silerek temizleyin.
3496,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,5. 
3497,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,"Şekil H’de gösterilen gölgeli alanı, nemli bir kağıt havlu parçası ile silin. Gerekiyorsa, kahve kalıntılarını yumuşatmak için fırçayı kullanın."
3498,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,Not: 
3499,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,GENEL TEMIZLIK,"Kahve makinenizi 4 haftadan uzun süredir kullanmadıysanız, yeniden kahve demlemeye başlamadan önce İLK KULLANIMDAN ÖNCE bölümünde açıklanan adımları izlemenizi tavsiye ediyoruz."
3500,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,"Öğütücü, temizlenmek üzere demonte edilebilir. Öğütücüyü önce artakalan kahve çekirdeklerini gidermeden demonte etmeye çalışırsanız, doğru şekilde yeniden monte etmeniz son derece güç olacaktır. Öğütücü, kahve makinesi sıcak tutma modundayken temizlenemez. Şu adımları izleyin:"
3501,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,1. 
3502,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,"Kahve çekirdeği doldurma hunisi ve kapağını, d sembolü u sembolü ile aynı hizaya gelinceye dek saatin aksi yönünde döndürün (Şekil A). "
3503,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,2. 
3504,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,"Doldurma hunisini yukarı kaldırarak çıkarın, kapağı çıkarın ve tüm kahve çekirdeklerini boşaltın. Doldurma hunisini kağıt havlu ile silerek temizleyin."
3505,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,3. 
3506,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,"Kahve makinesine önce kapağı, ardından doldurma hunisini, d sembolü ile u sembolünü aynı hizaya getirerek tekrar takın. Doldurma hunisini, d sembolü l sembolü ile aynı hizaya gelinceye dek saat yönünde döndürün (Şekil B)."
3507,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,4. 
3508,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,Öğütme kumandasını çevirerek ince (l) ayara getirin.
3509,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,5. 
3510,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,  fincan ayarını seçmek için g düğmesine basın.
3511,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,6. 
3512,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME," + düğmesine basın. Birkaç saniye sonra öğütücü çalışmaya başlayacaktır. Durduktan sonra + düğmesine, + lambası sönünceye dek basın."
3513,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,7. 
3514,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,Kahve çekirdeği doldurma hunisini çıkarmak için tekrar Adım 1’i izleyin.
3515,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,8. 
3516,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,Öğütme kumandasını çevirerek r ayarına getirin (Şekil C). 
3517,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,9. 
3518,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,Öğütme başlığının üzerindeki kolu yukarı kaldırın (Şekil D).
3519,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,"10. Öğütme başlığını cihazın gövdesinden yukarı doğru kaldırarak çıkarın (Şekil E). Kolaylıkla ayrılmıyorsa, öğütme başlığının üzerindeki  işaretlerinin b işaretleri ile aynı hizada olmasını sağlayın (Şekil G)."
3520,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,tr,ÖZEN VE BAKIM,ÖĞÜTÜCÜYÜ TEMIZLEME,11. 
